                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.84467,                0.44384,                0.90068,                0.88061,                0.65948,                 0.7916,                0.53266,                0.72286,                0.37555,                0.90585,              0.0082675,              0.0082675,              0.0082675
                     37,                0.84012,                0.44516,                0.89932,                0.86847,                0.66913,                0.79601,                0.53402,                0.72792,                0.37484,                0.91024,               0.008218,               0.008218,               0.008218
                     38,                0.83531,                0.44573,                 0.9026,                0.86913,                0.66101,                0.79133,                0.53772,                0.72813,                0.37118,                0.91307,              0.0081685,              0.0081685,              0.0081685
                     39,                 0.8225,                0.43048,                0.89549,                0.83905,                0.67821,                0.79615,                 0.5257,                0.71816,                0.37326,                0.90867,               0.008119,               0.008119,               0.008119
                     40,                0.81084,                 0.4305,                0.89421,                0.84392,                0.67607,                0.78937,                0.53204,                0.73079,                0.38086,                0.91343,              0.0080695,              0.0080695,              0.0080695
                     41,                0.81529,                0.42725,                0.89356,                0.86708,                 0.6494,                0.79072,                0.53699,                0.72607,                0.37809,                0.90567,                0.00802,                0.00802,                0.00802
                     42,                0.81406,                0.42847,                0.89414,                0.88376,                0.64852,                0.78848,                0.53955,                0.69685,                  0.368,                0.90164,              0.0079705,              0.0079705,              0.0079705
                     43,                0.80053,                0.42276,                0.89344,                0.87316,                0.66725,                0.79796,                0.53779,                 0.7391,                0.37436,                0.90679,               0.007921,               0.007921,               0.007921
                     44,                  0.802,                0.42285,                0.89069,                0.85214,                0.68406,                0.80328,                0.54466,                0.70257,                0.36949,                0.89866,              0.0078715,              0.0078715,              0.0078715
                     45,                0.78864,                0.41886,                0.88702,                0.84076,                0.68658,                0.79878,                0.54289,                0.70951,                0.36559,                0.90308,               0.007822,               0.007822,               0.007822
                     46,                0.79806,                0.42052,                0.89109,                0.87979,                0.66443,                 0.8009,                0.54466,                0.72149,                 0.3653,                0.90276,              0.0077725,              0.0077725,              0.0077725
                     47,                0.78111,                0.40805,                0.88291,                0.87255,                0.66707,                0.79934,                0.54284,                0.69506,                0.36311,                0.90327,               0.007723,               0.007723,               0.007723
                     48,                0.78229,                 0.4138,                0.88465,                0.86414,                0.66872,                0.79352,                0.54904,                0.70411,                0.35856,                0.90291,              0.0076735,              0.0076735,              0.0076735
                     49,                0.78787,                0.41545,                0.88667,                0.88543,                0.67065,                0.80409,                  0.545,                0.69714,                0.35854,                0.89576,               0.007624,               0.007624,               0.007624
                     50,                0.77781,                0.41142,                0.88152,                0.87457,                0.68028,                 0.8058,                0.55232,                0.70018,                0.33823,                0.89285,              0.0075745,              0.0075745,              0.0075745
