                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.45291,                0.25274,                0.82448,                0.91436,                0.81677,                0.89467,                0.69281,                0.71915,                0.32598,                  0.898,               0.002179,               0.002179,               0.002179
                    160,                 0.4501,                0.25203,                0.82138,                0.94105,                0.79339,                0.89332,                 0.6897,                0.71732,                0.32748,                0.89548,              0.0021295,              0.0021295,              0.0021295
                    161,                0.45725,                0.25577,                0.82383,                0.94443,                 0.7977,                0.89519,                0.69427,                 0.7158,                0.32504,                0.89364,                0.00208,                0.00208,                0.00208
                    162,                0.45607,                0.25472,                0.82576,                0.94516,                0.79894,                0.89349,                0.69484,                0.70955,                0.32232,                0.89106,              0.0020305,              0.0020305,              0.0020305
                    163,                0.45167,                0.25139,                0.82487,                0.93445,                0.80248,                 0.8954,                0.69836,                0.70439,                0.32232,                0.89022,               0.001981,               0.001981,               0.001981
                    164,                0.45801,                0.25479,                  0.826,                0.91689,                0.81682,                0.89782,                0.69794,                0.70685,                0.32073,                0.89094,              0.0019315,              0.0019315,              0.0019315
                    165,                 0.4574,                0.25361,                0.82528,                0.92215,                0.81233,                0.89655,                0.69607,                0.70862,                0.31985,                0.88998,               0.001882,               0.001882,               0.001882
                    166,                0.44142,                0.24803,                0.82104,                0.91288,                0.81912,                0.89652,                 0.6961,                0.70583,                0.31983,                0.88834,              0.0018325,              0.0018325,              0.0018325
                    167,                0.44215,                0.24607,                0.82007,                0.91251,                0.81543,                0.89661,                0.69694,                0.70132,                0.31897,                0.88813,               0.001783,               0.001783,               0.001783
                    168,                0.44481,                0.24853,                0.82192,                0.91026,                0.81677,                0.89473,                0.69665,                0.69628,                   0.32,                0.88508,              0.0017335,              0.0017335,              0.0017335
                    169,                0.44529,                0.24827,                0.82068,                0.91135,                0.81689,                0.89598,                0.69348,                 0.7011,                0.31919,                0.88613,               0.001684,               0.001684,               0.001684
                    170,                0.44219,                0.24752,                0.82302,                0.93233,                0.80293,                0.89615,                 0.6946,                0.70465,                0.31864,                 0.8873,              0.0016345,              0.0016345,              0.0016345
                    171,                0.44134,                0.24589,                0.82088,                0.92543,                0.80574,                0.89576,                0.69659,                0.70133,                0.31564,                0.88479,               0.001585,               0.001585,               0.001585
                    172,                0.43553,                0.24354,                0.81912,                 0.9211,                 0.8137,                0.89749,                0.69895,                0.69986,                0.31669,                 0.8838,              0.0015355,              0.0015355,              0.0015355
                    173,                0.43454,                0.24452,                0.82129,                0.92872,                0.80626,                 0.8969,                0.69747,                0.70238,                0.31825,                0.88674,               0.001486,               0.001486,               0.001486
                    174,                0.43886,                0.24539,                0.82039,                0.92323,                0.81372,                0.89866,                0.69907,                0.69184,                0.31373,                0.88509,              0.0014365,              0.0014365,              0.0014365
                    175,                0.44116,                0.24581,                0.82215,                0.94639,                0.79607,                0.89689,                0.70002,                0.69331,                0.31121,                0.88395,               0.001387,               0.001387,               0.001387
                    176,                0.43518,                0.24398,                0.81937,                 0.9219,                0.82199,                 0.8996,                0.70092,                0.69157,                0.30878,                0.88269,              0.0013375,              0.0013375,              0.0013375
                    177,                0.41966,                0.23609,                0.81714,                 0.9254,                0.81971,                0.90127,                0.70255,                0.68955,                0.31007,                0.88038,               0.001288,               0.001288,               0.001288
                    178,                0.43601,                0.24393,                0.82058,                0.93233,                0.81199,                 0.8992,                0.70222,                0.69169,                0.31238,                0.88116,              0.0012385,              0.0012385,              0.0012385
                    179,                0.43253,                0.24129,                0.81841,                0.91167,                0.82619,                0.89947,                0.69987,                0.69645,                0.31362,                0.88288,               0.001189,               0.001189,               0.001189
                    180,                  0.426,                0.23917,                0.81786,                0.91635,                0.82804,                0.90143,                0.70341,                0.69332,                 0.3135,                0.88139,              0.0011395,              0.0011395,              0.0011395
                    181,                   0.43,                0.24066,                0.81944,                 0.9354,                0.81326,                0.90031,                0.70193,                  0.689,                0.31098,                 0.8807,                0.00109,                0.00109,                0.00109
                    182,                0.42532,                0.23891,                0.81808,                0.91885,                0.82733,                0.90203,                0.70509,                0.68819,                0.30993,                0.87972,              0.0010405,              0.0010405,              0.0010405
                    183,                0.43016,                0.23967,                0.81845,                0.92246,                0.82141,                0.90273,                0.70396,                0.68421,                0.30912,                0.87914,               0.000991,               0.000991,               0.000991
                    184,                0.42086,                0.23777,                0.81704,                0.90903,                0.82929,                0.90165,                0.70285,                0.68477,                0.30974,                0.87954,              0.0009415,              0.0009415,              0.0009415
                    185,                0.42588,                0.23798,                0.81935,                0.92162,                0.82649,                0.90205,                 0.7036,                0.68748,                0.30995,                0.87995,               0.000892,               0.000892,               0.000892
                    186,                0.42335,                0.23634,                 0.8168,                0.92884,                0.82163,                0.90155,                0.70433,                0.68308,                0.30843,                0.87913,              0.0008425,              0.0008425,              0.0008425
                    187,                0.41945,                0.23576,                0.81834,                0.92576,                0.82721,                0.90268,                0.70505,                0.68374,                0.30791,                0.88051,               0.000793,               0.000793,               0.000793
                    188,                0.42079,                0.23541,                0.81744,                0.93543,                0.81372,                0.90239,                0.70511,                0.68064,                0.30706,                0.88014,              0.0007435,              0.0007435,              0.0007435
                    189,                0.42167,                0.23556,                0.81777,                0.92465,                0.82548,                0.90171,                 0.7067,                0.68008,                0.30736,                0.88038,               0.000694,               0.000694,               0.000694
                    190,                 0.4148,                0.23341,                 0.8151,                 0.9175,                0.82811,                 0.9023,                0.70431,                0.68152,                0.30848,                0.88039,              0.0006445,              0.0006445,              0.0006445
                    191,                0.73218,                0.34518,                0.90965,                0.92296,                0.82792,                0.90261,                  0.706,                0.67637,                0.30788,                0.88131,               0.000595,               0.000595,               0.000595
                    192,                 0.6998,                0.32865,                0.89836,                0.92135,                0.82525,                0.90188,                 0.7064,                0.66802,                0.30722,                0.87852,              0.0005455,              0.0005455,              0.0005455
                    193,                0.69023,                0.32422,                0.89307,                0.92876,                0.82151,                0.90244,                0.70989,                0.65993,                0.30308,                0.87596,               0.000496,               0.000496,               0.000496
                    194,                0.68958,                0.32575,                0.89276,                0.92654,                0.82458,                0.90345,                0.71258,                0.65428,                0.30158,                0.87392,              0.0004465,              0.0004465,              0.0004465
                    195,                0.67675,                0.32107,                0.88937,                0.92927,                 0.8295,                0.90535,                  0.717,                0.64948,                0.30068,                0.87201,               0.000397,               0.000397,               0.000397
                    196,                0.66616,                0.31604,                0.88232,                0.92553,                0.83409,                0.90688,                0.71963,                0.64361,                0.29765,                   0.87,              0.0003475,              0.0003475,              0.0003475
                    197,                0.66991,                0.31766,                0.88593,                 0.9356,                 0.8326,                  0.908,                0.72102,                0.63838,                0.29629,                0.86838,               0.000298,               0.000298,               0.000298
                    198,                0.66008,                0.31317,                0.87976,                0.94768,                 0.8237,                0.90741,                0.72147,                0.63575,                0.29414,                 0.8673,              0.0002485,              0.0002485,              0.0002485
                    199,                0.66929,                 0.3153,                0.88808,                0.94835,                0.82332,                0.90847,                0.72329,                0.63178,                  0.293,                 0.8662,               0.000199,               0.000199,               0.000199
                    200,                 0.6652,                0.31455,                  0.881,                0.94995,                0.82194,                0.90829,                0.72345,                0.63041,                0.29157,                0.86611,              0.0001495,              0.0001495,              0.0001495
