                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.79282,                0.41554,                0.84829,                0.84123,                0.68403,                0.80143,                 0.5445,                0.88737,                0.41689,                0.88146,              0.0007723,              0.0007723,              0.0007723
                     48,                0.78932,                0.41674,                0.84926,                0.86828,                0.65408,                 0.7935,                0.54522,                0.89825,                0.42003,                0.88615,             0.00076735,             0.00076735,             0.00076735
                     49,                0.79398,                0.41937,                0.85172,                0.86368,                0.66852,                0.79955,                0.54976,                0.88702,                0.41761,                 0.8806,              0.0007624,              0.0007624,              0.0007624
                     50,                0.79051,                 0.4151,                0.84845,                0.86676,                0.66001,                0.79669,                0.54929,                0.88082,                0.41456,                0.88382,             0.00075745,             0.00075745,             0.00075745
                     51,                0.78067,                0.41213,                0.84775,                0.82828,                0.68909,                0.80104,                0.54651,                0.88931,                0.41631,                0.88585,              0.0007525,              0.0007525,              0.0007525
                     52,                0.77399,                0.40907,                0.84863,                0.88482,                0.65403,                0.80118,                0.54804,                0.88534,                 0.4118,                0.88273,             0.00074755,             0.00074755,             0.00074755
                     53,                0.77276,                0.40669,                0.84619,                0.84601,                0.66901,                0.79622,                0.54425,                0.89609,                 0.4151,                0.88541,              0.0007426,              0.0007426,              0.0007426
                     54,                 0.7795,                0.40982,                0.84877,                0.85433,                0.67496,                0.80026,                0.54915,                0.88416,                0.41303,                0.88162,             0.00073765,             0.00073765,             0.00073765
                     55,                0.77027,                0.40614,                0.84575,                 0.8717,                0.66888,                0.80194,                0.55114,                0.88002,                0.40973,                0.88068,              0.0007327,              0.0007327,              0.0007327
                     56,                0.75808,                0.40029,                0.84373,                0.85786,                 0.6612,                0.79538,                0.54905,                0.88273,                0.40871,                0.88078,             0.00072775,             0.00072775,             0.00072775
                     57,                0.77222,                0.40765,                0.84794,                0.82379,                0.69101,                0.79861,                0.54402,                 0.8872,                0.41375,                0.88135,              0.0007228,              0.0007228,              0.0007228
                     58,                0.77765,                0.40913,                0.84969,                0.84056,                0.68565,                0.80048,                 0.5515,                0.87632,                0.40798,                0.88062,             0.00071785,             0.00071785,             0.00071785
                     59,                0.76033,                0.40209,                0.84444,                 0.8704,                0.66399,                0.79811,                0.55501,                0.88019,                0.40807,                0.88061,              0.0007129,              0.0007129,              0.0007129
                     60,                 0.7634,                0.40243,                0.84595,                0.87602,                0.66452,                0.80045,                0.55159,                 0.8759,                0.40863,                0.87939,             0.00070795,             0.00070795,             0.00070795
